X1;X2;Y
-2.536101409686574;8.307483579830224;1
7.765592246091434;10.462713580186266;2
5.012661147348594;4.5777851639433065;2
-5.258713010198454;3.7549764827329053;0
-8.959847154786793;8.496288075768714;1
-6.928974767937987;6.787760332803314;1
-4.260308467223785;8.361290587536455;1
-9.613115203970256;9.27936217085552;1
-3.012318610376868;9.943498999306206;1
6.072830162666039;7.420116214352542;2
1.807303952097074;6.454371237972404;2
-3.5400067783631157;3.1581644643188103;0
0.20831941255793618;5.3110825360222575;2
-4.668266487969975;3.3305568753896564;0
-4.976938989896415;4.918043408355289;0
-8.80999752407283;7.26178070681585;0
4.986200040015459;6.508826702469522;2
1.7660703414504582;6.107382014931485;2
-4.3357702300181815;8.395769156483295;1
5.29914543307348;6.883367015257244;2
-2.410888520848321;9.60454076751151;2
2.9957015539427485;9.064511710784238;2
2.451420316568689;5.727813043906135;2
5.257313015346417;6.120225808068879;2
2.2878553453359824;6.99937144128571;2
-0.766344341405683;6.001219252221553;0
-3.252928408290551;7.570752841554265;0
2.94884992888132;9.497661824833742;2
-2.0086063597103525;6.287754002169509;1
-0.7410016964963857;4.269446288396834;0
2.4273443015205585;7.001896304609921;2
-4.928626481088172;5.174530399641013;0
-5.412583335910206;2.210938211131151;0
-4.468573902971242;4.233806694133915;0
5.911441288958654;10.319112309504595;2
1.919419129726835;7.709302271060043;2
2.879200360997462;9.767432876397374;2
-4.422385807663803;5.0575994906018344;0
-2.756778386248598;2.695608194597657;0
-3.9653137972687507;7.090630268644495;1
-4.1477333488483;6.073382350431526;1
-6.383394276194462;7.425860620528363;1
4.110735954426273;9.470286096444475;2
-1.8657627380928679;8.61768011928427;1
-4.803213525706034;7.959247451941411;1
-0.768309842805909;1.6247803413654602;0
-5.569230574466166;4.91194155088618;0
-3.9505320531830375;9.191182297378754;1
-5.792567104233733;0.06339744447872198;0
0.17114712504026475;9.123297199544286;1
-4.1332864956183295;5.335420662712339;1
-4.577762948207529;-0.005809588199213955;0
2.0319411352899914;9.936990368206773;2
-5.913524495811016;4.911002053324125;0
3.667504382094606;8.071784923046353;2
-7.563863082513654;6.927114559845549;0
-0.33253026127847907;9.741092957752114;1
4.517469672758862;8.36766507354133;2
-6.108059791380227;8.04047982510672;1
-8.539852155890493;6.0201289721005615;1
-3.9038004763857983;6.175099231548525;1
-2.206529981661634;5.506994984550564;1
5.678143444024183;8.598956389918824;2
-4.308359065206878;8.37126867620358;1
-4.13364590223603;3.012998280279029;0
-2.1039369136170256;9.504122175151547;1
-0.6367698179527945;8.292597664461272;2
-5.563817795027592;6.420055680409893;1
-4.198857257577942;5.638764762428548;0
-0.9203752450765958;2.907320884767064;0
2.003384378435058e-05;7.846812460811368;2
-3.257940127322121;2.1263842636545496;0
-2.512298857779281;10.953168238255875;1
-6.450521578078067;2.7263516206059677;0
-6.750428057741837;3.16642123555168;0
-0.6788252942920656;3.411741487407352;0
-6.344678901326855;7.423549765686619;1
-1.9443920241606936;5.982249165239249;0
-4.6104880537147155;4.7452091596589465;0
-5.612090121224157;0.9594885111989022;0
-7.2801077799859275;1.4199622214736887;0
1.841647696639814;8.4956981397032;2
-4.319302588678548;5.869215684658343;1
-0.8050017125203008;9.16006680228644;1
-2.85712532560252;8.00064252334373;1
-4.448957464321932;6.610312533892792;1
2.4763864284757795;10.565809261995115;2
-5.974904511818789;5.566747116882958;0
5.478644040179901;8.592883456038997;2
-3.3560472924294524;3.0900641803707525;0
-5.056018885781324;9.996069270404478;1
-4.3274327398745935;7.280385694679908;1
3.2486202918534524;12.123366705557268;2
-3.9337781575144346;9.587200046999211;1
-4.134245508365858;-1.508932973393481;0
0.5989228816799028;10.578127621501713;2
-7.8618962989366175;9.648295886656195;1
3.5180853794232636;6.851725587305061;2
2.2745843638176257;5.5712557581209445;2
3.9086459470678894;9.287773780828;2
-6.901098323208031;2.59767294562697;0
4.368778188545324;5.34974364068949;2
-5.904025900820818;3.964542234270237;0
-0.08326244034098895;4.493040592347906;0
-5.1755185542421644;3.3313281529980707;0
-4.707693663502542;9.531142478900346;1
1.5003598712323662;7.994168792664383;2
-3.391849947419873;2.944885658174816;0
-2.9939676152316395;4.4846056270483885;0
-6.766932974150279;11.551628548035177;1
-2.7715699293562337;13.278679563474382;1
1.2496214561118126;7.202869197115762;2
-1.2381580666982805;7.568328587066019;0
-6.016339923515363;6.618986820744631;1
-4.434011500578147;6.785912903254914;1
5.149914521320701;7.517976826404882;2
-7.267799110189835;9.722515628439867;1
-2.6627231570529695;1.7291531618544718;0
-4.317465483635432;2.7647525778457913;0
5.443000390946763;10.433474116503087;2
-3.9622039560636955;4.254296448016988;0
7.52899756964162;9.305222662929324;2
0.3994851010659608;7.9393544534723794;2
4.884772907287266;6.294462939388458;2
0.6659551177135223;7.487385746783515;2
-3.522476073526931;6.295723440852888;0
-5.213844344313703;4.710402993227181;0
-6.95903956271234;0.6999022634215146;0
2.8023538787432187;9.940246398941733;2
2.9695442954161684;7.4932382872010805;2
-3.99190559910868;5.458154936918368;0
-5.338624477595495;5.821693956060317;0
-3.7431793147381405;9.063844941867318;1
-4.092929579279001;4.402040795864475;1
-4.817618139444045;7.130232857227369;1
-5.994804898579095;3.205146961764105;0
0.29023884772434716;8.04717972640674;2
-3.941245022161253;3.1951686341612087;0
5.217861848763016;7.492517726039362;2
-0.2882440035882663;8.808836752163996;2
-0.053323319115996526;5.70199032271373;0
-6.519895895360293;2.9639595375206214;0
-4.089916431548217;11.598822024127465;1
-7.652889955245474;8.177964939773382;1
2.600921465277098;6.5710708342114135;2
-2.7483639857621123;10.133935915888854;1
-1.9496943503269857;2.240962854322861;0
-4.622712200711384;8.878668760933113;1
4.935782663543572;6.909464420696718;2
2.8482006295567825;5.356526114342074;2
-6.50835467727394;7.112909136127068;1
-3.966363224971401;9.996179119542301;1
-4.837309581211281;7.227383152801789;1
1.5325571433820786;7.523574281667094;2
-3.601673383494064;4.38491356537681;0
5.594740976662569;10.93179848861475;2
1.7606313761620065;9.915340823726146;2
1.5283226090912094;8.81148432304784;2
5.349115562414846;6.178199680208717;2
0.17857054248998638;8.407417064725836;2
-4.149863630842289;5.386030474497941;1
-1.0513521975327484;4.059291776425744;0
-5.796800740143617;5.670321351092628;0
-3.2260906399438523;9.69638443501993;1
5.3375704976143075;9.240510734199823;2
7.530750301378574;7.376285198472869;2
-7.083921509326796;5.584787351446024;1
5.8412277205324195;9.97147748080196;2
-8.551883393332673;3.580139144755475;0
-5.689294250660106;3.9620881325017425;1
-3.6952769026312;7.049245334588306;0
-5.228893068433736;3.862950830328392;0
-3.516501906387578;3.7156811627751107;0
2.0353305583152563;8.610920783978997;2
0.49225539306960897;8.603078064883803;2
-3.540049561059839;8.013688254661696;1
-7.566647888095741;7.1625779066210375;1
-3.2705765879376214;2.477203420605891;0
-4.6720657351124055;5.399116923176175;0
-6.379468487622876;5.145644102147413;0
-3.3746347856953745;10.022158443707774;1
2.7091028224178846;7.287891346883618;2
1.2050648306528267;7.559243996098078;2
-4.2436181380338045;6.940939283087552;1
1.1483108109497573;6.766088475305034;2
-5.13109598917675;4.897196875688611;0
-1.376561395560091;3.9594556848063642;0
-3.918011319978531;11.398271913857641;1
-2.2158412731212414;8.143415587272878;1
-2.6089089725898518;2.5498889363985384;0
-7.326920239097891;5.123176037949952;0
-9.205738512183128;8.213184633108316;1
-6.134938119392455;5.197890094593499;0
5.202535888839713;7.720427497289065;2
-0.45521068830439315;5.070553254394486;0
-3.00360860001052;9.278051352650309;1
-3.2478879047304914;2.7257537970624615;0
-2.3684588984873196;10.272325834078181;1
-3.9399514520463246;3.8237811144871614;0
-5.268839097225059;1.1711096937566765;1
-2.5957036985519584;6.882285918380465;1
1.836437371750688;9.749787237605652;2
-8.168685703731889;9.070598424158117;1
-5.232904753220605;7.6430766477617675;1
-7.085632974899919;9.2934168347517;1
-4.616311290157389;3.905179896088865;0
2.7917969015381807;6.272919807694967;2
-7.326720281546301;6.355288342935427;1
-1.7125259598834832;3.057807479002302;0
4.236208023459889;7.424651727976886;2
3.1687978787026285;6.422399284226351;2
6.962106955903445;7.1049090460387845;2
-2.6203875733561626;3.108758151762402;0
4.804147161732228;2.934196278201454;2
5.252538259725264;10.570180220658198;2
-2.974887623619308;1.844262189817632;0
-4.81152930418743;2.6325204448324446;0
-3.9465824457892;10.266630156353212;1
4.242883018653052;8.627395768145309;2
-5.364499359688741;9.624057999207281;1
-6.468298589657149;9.128067084968821;1
-4.865798819968054;9.544263505124071;1
-3.8456735354105307;3.914224972472108;0
4.186087657680987;8.73706647859678;2
-1.6998775216763007;10.101924241305447;1
-2.1436666097639305;10.040647740087184;1
-2.5306307069705563;4.834972851232206;1
3.3211047147391115;9.286969632630246;2
-3.7284171663094847;3.4918390836095625;0
-5.99125020995326;3.2428993625096103;0
4.081101730317155;5.6873757793987245;2
-5.685920746097919;7.270002191113045;1
4.70713839061672;6.837682194025709;2
-4.946689273862012;8.908442700612387;1
4.497735084685614;7.159380032704112;2
2.419295214286923;10.113756288847942;2
-6.310877912350202;9.234724233897834;1
-3.917056756880966;6.233202313263885;1
-7.374045342758918;5.492845362419955;0
4.659387898854046;7.926953828824645;2
-5.6597122255089385;6.049408749288665;0
-2.422626081899643;9.75085201169027;1
4.097303474612925;5.574845215580227;2
-5.849722556563942;3.429787208522785;0
-4.886444434978356;7.466349915040079;1
-5.513034055180898;6.4541940177626;0
2.7513498208508747;7.041121835996747;2
1.9560914762139265;7.6708971257142675;2
-5.871543633957169;7.263786038001844;1
-4.098372780804255;2.251468467707923;0
-1.9280312041764627;10.15602108963475;1
-3.236861473784577;-1.1093810022668622;0
-4.264048818381992;5.025294760014902;0
1.6092253955808158;6.824814006897509;2
1.7090861850247532;5.365559122865438;2
-6.2740438510598295;6.726545642978525;1
-5.224249239342346;4.4166618168461005;0
4.792337485243037;9.840956018945462;2
6.2957052432596665;9.053022100070375;2
4.3351371343943645;9.188402894996512;2
5.009008429097734;8.846071974782696;2
-1.480702566715765;6.577024840055764;0
3.4585062683526484;4.414371141865951;2
-5.065928278165226;8.94244640014211;1
-2.07815218642652;11.2499343751704;1
-2.7554925779252906;7.5422464399631455;0
-5.6691185891026405;6.682738730665087;1
-2.036346404984907;7.585782400100486;1
-2.0674509022811653;7.264157169824115;1
4.378421067139547;7.570963239876299;2
5.421180565928121;8.128439385634245;2
-3.862476194526294;5.929036968197695;1
1.6220477527056893;6.954462187506476;2
-7.81121602371188;6.837011731369286;1
-3.1164642263234454;7.164237563208992;1
-2.421816721893892;4.114410503466554;0
3.9220101319787077;6.504413971263908;2
-5.196259333998961;3.732390359912442;0
-4.093963085208787;3.7895281034571955;0
3.9823407011416565;8.178778748487664;2
-4.877054885313279;1.085226787627064;0
-6.229404038505019;1.8927436235175952;0
-3.6243650753163394;0.42031422394188045;0
1.7849428859045695;13.947001882563317;2
3.5662731503754705;10.141522515259656;2
