X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;Y
0.7826130460377727;-0.28472292692223666;-0.6407045005560625;0.3485510783274949;-0.5703709345877439;-1.813210122666573;0.6260311057651384;-1.6930418800016458;0.9607566821677174;0.49234158068422246;-0.3050570337677931;-0.7762122192743388;-0.837667308443614;1.383392263698355;-0.785353356456294;0
-1.1984324279099483;0.8664175652331364;-0.24778969175375742;-0.16810660732151136;0.031084021299010167;-0.24772331662508265;-0.6022290325776445;0.051216361787851626;-0.7107008472844778;1.2287491497907481;-1.7702815255955697;0.45179394917181415;0.4204517737611405;1.8117190311229148;-1.0647191221414782;0
-0.17545767690942715;-1.5453529595261966;1.4526835504960918;-1.0160716305043795;0.7285719619003321;0.36417253983489656;0.4749230416765;-0.6997802988061906;0.3968043252143069;0.5436743485349871;0.12603383700252316;-0.3083740431835706;1.3275445175192098;-0.31157764092984175;-0.20359009063179562;1
2.119944772883361;0.7049055288301254;1.3722382725575146;-0.3486222385860195;1.2461085142470274;0.5586153183191376;-1.4230345927576429;-0.25468196895844636;-0.20592304627420457;-0.2990007476750246;2.2179704571930574;0.997796730595496;-0.41171967443624913;1.8382495071371814;2.1906896895289725;0
0.6280387429479606;-0.6457073920622549;0.6460388856280143;0.3516229267436422;0.3347178701613335;-0.0731651204582176;0.17528829423090558;0.46311576165792456;1.0613913882182346;0.2294275085008367;0.16859574419228454;0.916907563592678;-0.07738970209695036;0.632939391400599;-0.10971174674730379;1
0.9630573772894446;1.5257296528961821;1.2129463221785477;-0.17201327078651943;1.3340895300166324;2.5299384870761674;-2.0383089963499983;1.545483507940186;-0.5845482998530647;0.3355918564525894;1.1245259601804296;0.6328153258620949;-0.18627933923559958;0.6385146268124138;-1.3635250337811253;0
-1.8044857159158736;-1.5051012177820207;-0.9998594158474299;0.07467041352169944;-1.1634824682572915;-1.3013660620787812;1.894141632195985;-2.366082523284912;-0.15543463829841023;1.2390492295478894;-1.6343451072538213;-0.6331333302313138;-0.3523402347612643;0.5770205886766986;-0.10057014258650208;2
-0.2733529743286999;1.870941859798571;1.3042067605631722;-1.121730092877638;1.493848147858118;-0.5866980570954283;-2.390896232065506;-2.0647470067423934;-0.691014711394807;0.7726666716586376;-0.3303529955487258;-0.9169961265468396;0.49928249011117015;0.04541503894955985;0.42515250151451406;0
1.1226724470331664;1.1790856205994051;1.9053717135283463;0.13817611059765283;1.7818639794455051;1.2961081265587677;-2.149101974266846;0.5571197418581759;0.14219022809126655;-0.24498515485711686;-0.4289157885067821;0.002671793676970496;-0.49454645738213293;-0.16709953831104477;-0.3651715175250314;0
0.646195922738128;-1.5455033670350322;-1.32458412002795;1.990037790511927;-1.425782630210499;0.9248644728685284;2.121591931280004;0.03319301414296627;1.019237878800703;0.7426903931437913;-1.3598386313665676;-2.004352394322274;0.0014776093365183058;1.5253434629485558;-2.8522304194238273;2
